stateSenate,TotalPopulation,TotalHousingUnits,TotalHousingUnits_PercentOwned,TotalHousingUnits_PercentRented,Sex_Male,Sex_Female,MedianAge,MedianIncome,Poverty_BelowPovertyLevel,Poverty_AtOrAboveovertyLevel,SNAP_Recipient,SNAP_NotRecipient,Age_Under18,Age_18To34,Age_35To44,Age_45To54,Age_55To64,Age_Over65,Race_White_NotHispanic,Race_White_Hispanic,Race_Black_NotHispanic,Race_Black_Hispanic,Race_Amerind_NotHispanic,Race_Amerind_Hispanic,Race_Asian_NotHispanic,Race_Asian_Hispanic,Race_Pacific_NotHispanic,Race_Pacific_Hispanic,Race_Other_NotHispanic,Race_Other_Hispanic,Race_MoreThanOne_NotHispanic,Race_MoreThanOne_Hispanic,Occupancy_DoubledUp,HouseholdType_Family,HouseholdType_Family_Married,HouseholdType_Family_Other,HouseholdType_NonFamily,HouseholdType_NonFamily_LivingAlone,HouseholdType_NonFamily_NotLivingAlone,MaritalStatus_NeverMarried,MaritalStatus_NowMarried,MaritalStatus_Widowed,MaritalStatus_Divorced,Education_NoHighSchoolDiploma,Education_HighSchoolDiplomaOrGED,Education_SomeCollege,Education_Associates,Education_Bachelors,Education_AdvancedDegree,Employment_Employed,Employment_Unemployed,Employment_NotInLaborForce,HealthInsurance_Covered,HealthInsurance_Covered_Private,HealthInsurance_Covered_Public,HealthInsurance_NotCovered,Language_OnlyEnglish_Total,Language_LimitedEnglish_Total,Language_Spanish_Total,Language_French_Total,Language_FrenchCreole_Total,Language_Italian_Total,Language_Portuguese_Total,Language_German_Total,Language_Yiddish_Total,Language_OtherWestGermanic_Total,Language_Scandinavian_Total,Language_Greek_Total,Language_Russian_Total,Language_Polish_Total,Language_SerboCroatian_Total,Language_OtherSlavic_Total,Language_Armenian_Total,Language_Persian_Total,Language_Gujarati_Total,Language_Hindi_Total,Language_Urdu_Total,Language_OtherIndic_Total,Language_OtherIndoEuropean_Total,Language_Chinese_Total,Language_Japanese_Total,Language_Korean_Total,Language_Cambodian_Total,Language_Hmong_Total,Language_Thai_Total,Language_Laotian_Total,Language_Vietnamese_Total,Language_OtherAsian_Total,Language_Tagalog_Total,Language_OtherPacificIsland_Total,Language_Navajo_Total,Language_OtherNativeNorthAmerican_Total,Language_Hungarian_Total,Language_Arabic_Total,Language_Hebrew_Total,Language_AfricanLanguages_Total,Language_OtherAndUnspecifiedLanguages_Total,Language_Spanish_LimitedEnglish,Language_French_LimitedEnglish,Language_FrenchCreole_LimitedEnglish,Language_Italian_LimitedEnglish,Language_Portuguese_LimitedEnglish,Language_German_LimitedEnglish,Language_Yiddish_LimitedEnglish,Language_OtherWestGermanic_LimitedEnglish,Language_Scandinavian_LimitedEnglish,Language_Greek_LimitedEnglish,Language_Russian_LimitedEnglish,Language_Polish_LimitedEnglish,Language_SerboCroatian_LimitedEnglish,Language_OtherSlavic_LimitedEnglish,Language_Armenian_LimitedEnglish,Language_Persian_LimitedEnglish,Language_Gujarati_LimitedEnglish,Language_Hindi_LimitedEnglish,Language_Urdu_LimitedEnglish,Language_OtherIndic_LimitedEnglish,Language_OtherIndoEuropean_LimitedEnglish,Language_Chinese_LimitedEnglish,Language_Japanese_LimitedEnglish,Language_Korean_LimitedEnglish,Language_Cambodian_LimitedEnglish,Language_Hmong_LimitedEnglish,Language_Thai_LimitedEnglish,Language_Laotian_LimitedEnglish,Language_Vietnamese_LimitedEnglish,Language_OtherAsian_LimitedEnglish,Language_Tagalog_LimitedEnglish,Language_OtherPacificIsland_LimitedEnglish,Language_Navajo_LimitedEnglish,Language_OtherNativeNorthAmerican_LimitedEnglish,Language_Hungarian_LimitedEnglish,Language_Arabic_LimitedEnglish,Language_Hebrew_LimitedEnglish,Language_AfricanLanguages_LimitedEnglish,Language_OtherAndUnspecifiedLanguages_LimitedEnglish,Industry_AgricultureForestryFishingAndHuntingAndMining,Industry_Construction,Industry_Manufacturing,Industry_WholesaleTrade,Industry_RetailTrade,Industry_TransportationAndWarehousingAndUtilities,Industry_Information,Industry_FinanceAndInsuranceAndRealEstateAndRentalAndLeasing,Industry_ProfessionalScientificAndManagementAndAdministrativeAndWasteManagementServices,Industry_EducationalServicesAndHealthCareAndSocialAssistance,Industry_ArtsEntertainmentAndRecreationAndAccommodationAndFoodServices,Industry_OtherServicesExceptPublicAdministration,Industry_PublicAdministration,Occupation_ManagementBusinessAndFinancial,Occupation_ComputerEngineeringAndScience,Occupation_EducationLegalCommunityServiceArtsAndMedia,Occupation_HealthcarePractitionersAndTechnical,Occupation_HealthcareSupport,Occupation_ProtectiveService,Occupation_FoodPreparationAndServingRelated,Occupation_BuildingAndGroundsCleaningAndMaintenance,Occupation_PersonalCareAndService,Occupation_SalesAndOffice,Occupation_NaturalResourcesConstructionAndMaintenance,Occupation_ProductionTransportationAndMaterialMoving
20,291160,284975,0.23532239670146504,0.764677603298535,0.4624,0.5376,35.956,54365.84,0.1777,0.8223,0.2781,0.7219,0.2212,0.2742,0.1407,0.12010000000000001,0.1112,0.1328,0.1868,0.0779,0.5006,0.0231,0.001,0.0023,0.0769,7e-4,0,0,0.0048,0.0904,0.0213,0.0141,0.1019,0.5717,0.2875,0.2843,0.4283,0.3323,0.096,0.4942,0.3801,0.049800000000000004,0.0759,0.2107,0.274,0.1487,0.0575,0.1868,0.1222,0.707,0.0576,0.2354,0.8700000000000001,0.5637,0.3442,0.13,0.6221,0.19240000000000002,0.1958,0.0125,0.0479,0.0015,7e-4,0.0013,0.0116,7e-4,4e-4,2e-4,0.0048,0.0018,6e-4,2e-4,2e-4,5e-4,3e-4,7e-4,0.0011,0.0032,0.0023,0.0532,0.001,0.0012,3e-4,0,4e-4,1e-4,4e-4,0.0013,0.001,2e-4,0,1e-4,2e-4,0.0074,0.0135,0.0093,2e-4,0.0981,0.0048,0.0252,3e-4,1e-4,2e-4,0.0012,1e-4,1e-4,0,0.0023,9e-4,2e-4,1e-4,2e-4,2e-4,2e-4,2e-4,3e-4,0.0016,9e-4,0.0428,6e-4,6e-4,0,0,2e-4,0,2e-4,5e-4,5e-4,1e-4,0,0,0,0.0036,0.0032,0.0029,0,7e-4,0.0512,0.030600000000000002,0.015,0.0868,0.0683,0.038400000000000004,0.0632,0.1278,0.3076,0.1123,0.062,0.0359,0.1245,0.0397,0.1698,0.0449,0.09,0.0337,0.0673,0.051699999999999996,0.0447,0.1834,0.061200000000000004,0.0892
21,322799,321102,0.3760923320315663,0.6239076679684337,0.4569,0.5431,38.13404255319149,77489.0425531915,0.0881,0.9119,0.1603,0.8397,0.218,0.24899999999999997,0.1491,0.13040000000000002,0.11560000000000001,0.13789999999999997,0.2478,0.0438,0.5316,0.0224,9e-4,0.0012,0.0597,4e-4,0,0,0.007,0.0576,0.0226,0.005,0.09020000000000002,0.6392,0.3737,0.2655,0.3608,0.2741,0.0866,0.4438,0.432,0.0472,0.077,0.1153,0.2553,0.153,0.0622,0.2295,0.18469999999999998,0.7622,0.0441,0.1937,0.8942000000000001,0.6843,0.2322,0.1058,0.6731,0.157,0.1155,0.0127,0.1052,0.0042,0.0014,0.0028,0.0043,6e-4,0.001,0.0014,0.0068,0.0032,8e-4,0.0011,0,3e-4,1e-4,8e-4,0.0062,0.0148,0.0023,0.0154,0.0025,0.0021,3e-4,0,6e-4,0,6e-4,0.0025,0.001,2e-4,0,3e-4,3e-4,0.0069,0.0027,0.006,3e-4,0.0521,0.0038,0.0552,0.001,2e-4,5e-4,0.0018,0,1e-4,4e-4,0.004,0.0016,5e-4,7e-4,0,1e-4,1e-4,2e-4,0.0039,0.0095,8e-4,0.01,0.0013,0.0013,2e-4,0,2e-4,0,2e-4,0.0016,1e-4,1e-4,0,0,1e-4,0.0031,3e-4,0.0019,1e-4,7e-4,0.0413,0.0201,0.0135,0.0822,0.06670000000000001,0.0495,0.0706,0.1393,0.3335,0.0865,0.0528,0.0431,0.1535,0.050199999999999995,0.197,0.0613,0.09040000000000001,0.0313,0.0365,0.0411,0.0345,0.1738,0.051100000000000007,0.0791
22,328075,326479,0.4932844072666236,0.5067155927333764,0.4919,0.5081,39.7771186440678,73576.30769230769,0.1146,0.8854,0.1659,0.8341,0.2221,0.22309999999999997,0.13179999999999997,0.1288,0.1305,0.16410000000000002,0.5392,0.063,0.0163,0.0033,0.0025,0.0013,0.2774,0.0014,7e-4,1e-4,0.0021,0.0661,0.0175,0.0089,0.10139999999999999,0.6993,0.534,0.1653,0.3007,0.2525,0.0483,0.3023,0.5669,0.0636,0.067,0.19399999999999998,0.2475,0.11730000000000002,0.0666,0.2316,0.14279999999999998,0.724,0.045,0.2309,0.8937999999999999,0.6421,0.2787,0.10610000000000001,0.4062,0.33330000000000004,0.0959,0.0036,6e-4,0.0395,0.001,9e-4,0.0059,0,0.001,0.0169,0.0818,0.0112,0.0023,0.0056,5e-4,0.0013,4e-4,0.0021,0.0121,0.0065,0.0108,0.2084,8e-4,0.0041,3e-4,0,1e-4,0,0.0029,0.0111,0.0026,5e-4,0,2e-4,0.0011,0.0463,0.0122,9e-4,0.0023,0.0454,0.0015,3e-4,0.0181,2e-4,1e-4,0.0017,0,2e-4,0.0058,0.049,0.0064,0.001,0.0035,2e-4,5e-4,2e-4,7e-4,0.0063,0.0036,0.0059,0.1451,4e-4,0.0027,2e-4,0,0,0,0.002,0.006,0.001,2e-4,0,0,7e-4,0.02,0.0031,3e-4,0.001,0.001,0.069,0.0437,0.0337,0.09129999999999999,0.0702,0.026099999999999998,0.0923,0.10619999999999999,0.2772,0.1012,0.048799999999999996,0.0394,0.1555,0.0564,0.1351,0.0582,0.0571,0.0229,0.0595,0.0299,0.0343,0.2172,0.0746,0.0993
23,308675,300303,0.4077182046133405,0.5922817953866595,0.483,0.517,41.02289156626506,54541.60493827161,0.1798,0.8202,0.3005,0.6995,0.2167,0.2218,0.1251,0.1243,0.13179999999999997,0.18039999999999998,0.4263,0.1208,0.1675,0.0165,0.0012,0.002,0.147,0.0011,1e-4,1e-4,0.0036,0.0793,0.0268,0.0076,0.0935,0.6575,0.4291,0.2284,0.3425,0.2947,0.0478,0.3528,0.48550000000000004,0.0725,0.0891,0.18070000000000003,0.2663,0.1305,0.0767,0.2057,0.1401,0.6688,0.0422,0.289,0.8833,0.5766,0.3388,0.1167,0.4466,0.3105,0.1632,0.0046,0.0057,0.0114,5e-4,0.001,0.0036,8e-4,3e-4,0.001,0.176,0.0082,0.002,0.008,6e-4,8e-4,7e-4,0.0023,0.0176,0.0082,0.0122,0.0748,7e-4,0.0032,5e-4,0,0,0,0.0016,0.0072,0.0067,5e-4,1e-4,4e-4,7e-4,0.0152,0.0032,0.0078,0.0023,0.0726,9e-4,0.0023,0.0051,2e-4,3e-4,0.0014,3e-4,1e-4,3e-4,0.122,0.0046,5e-4,0.0058,6e-4,6e-4,2e-4,8e-4,0.0081,0.0041,0.0056,0.0515,2e-4,0.0018,2e-4,0,0,0,0.0011,0.0041,0.0019,2e-4,0,1e-4,4e-4,0.0077,0.0013,0.0022,0.0014,0.0023,0.07250000000000001,0.0278,0.0189,0.1038,0.0819,0.0238,0.0747,0.1054,0.2983,0.092,0.0538,0.0448,0.11499999999999999,0.0448,0.1162,0.0688,0.0879,0.0368,0.0561,0.0383,0.0383,0.20529999999999998,0.08650000000000001,0.1061
24,332857,329559,0.8200656028207393,0.17993439717926077,0.4826,0.5174,41.905797101449274,94307.17647058824,0.0601,0.9399,0.0739,0.9261,0.21239999999999998,0.2084,0.1225,0.1458,0.1392,0.17190000000000005,0.7411,0.1008,0.0211,0.0033,0.0011,6e-4,0.0906,9e-4,4e-4,1e-4,0.0016,0.0195,0.0139,0.0051,0.032,0.7621,0.605,0.1571,0.2379,0.2082,0.0296,0.2943,0.5735,0.0654,0.0668,0.08610000000000001,0.31070000000000003,0.1741,0.0731,0.2095,0.1467,0.715,0.0295,0.2556,0.9536,0.827,0.1565,0.0465,0.7344,0.0885,0.0556,0.0022,3e-4,0.0329,5e-4,0.0015,6e-4,0,2e-4,0.0045,0.0419,0.0099,0.0026,0.0049,0,6e-4,0.0015,0.0039,0.0054,0.005,0.0172,0.0256,4e-4,0.009,3e-4,0,4e-4,1e-4,0.0012,0.0078,0.0073,7e-4,0,0,3e-4,0.0154,0.0038,0.0018,2e-4,0.0147,5e-4,1e-4,0.0111,3e-4,1e-4,1e-4,0,1e-4,0.0014,0.0153,0.0032,5e-4,0.0017,0,2e-4,6e-4,6e-4,0.001,0.0011,0.0053,0.0145,0,0.0051,0,0,3e-4,1e-4,7e-4,0.0031,0.0016,2e-4,0,0,1e-4,0.0045,3e-4,0,1e-4,6.000000000000001e-4,0.0788,0.024,0.0171,0.0935,0.07289999999999999,0.022600000000000002,0.1054,0.1176,0.3009,0.0589,0.0371,0.0707,0.15799999999999997,0.0497,0.14679999999999999,0.0824,0.031599999999999996,0.052399999999999995,0.0306,0.0265,0.0249,0.22060000000000002,0.0914,0.08510000000000001
25,369434,360720,0.2912147926369483,0.7087852073630517,0.4653,0.5347,34.03958333333333,75657.92708333333,0.1661,0.8339,0.2265,0.7735,0.20440000000000003,0.32409999999999994,0.1533,0.1169,0.09489999999999998,0.1064,0.2992,0.0506,0.4547,0.0288,0.0014,0.0022,0.0561,8e-4,0.0011,1e-4,0.0042,0.058,0.0293,0.0138,0.0655,0.509,0.2615,0.2475,0.491,0.337,0.154,0.5491,0.3373,0.0448,0.0688,0.1411,0.2045,0.1244,0.056,0.2756,0.19849999999999998,0.7354,0.0506,0.214,0.9197,0.6994,0.2593,0.0804,0.7398,0.09620000000000001,0.1398,0.0152,0.013,0.0033,0.0012,0.0032,0.0166,6e-4,9e-4,0.0011,0.003,0.001,2e-4,9e-4,0,0.0012,5e-4,0.0015,0.0011,0.0067,0.0015,0.0183,0.0028,0.0029,0,0,3e-4,0,4e-4,0.0018,8e-4,5e-4,0,1e-4,2e-4,0.0058,0.003,0.0104,4e-4,0.0534,0.0039,0.0049,6e-4,4e-4,1e-4,0.0063,2e-4,0,1e-4,0.001,1e-4,0,2e-4,0,2e-4,0,1e-4,2e-4,0.0032,5e-4,0.0111,0.0011,8e-4,0,0,3e-4,0,0,2e-4,2e-4,1e-4,0,0,1e-4,0.003,0.001,0.0029,0,9e-4,0.030199999999999998,0.028699999999999996,0.014499999999999999,0.08710000000000001,0.050199999999999995,0.07450000000000001,0.075,0.1937,0.2469,0.10339999999999999,0.0519,0.043,0.191,0.0668,0.2442,0.038,0.044700000000000004,0.0302,0.0415,0.0271,0.0348,0.18180000000000002,0.0341,0.0658
26,321367,310098,0.2508755296712652,0.7491244703287347,0.4862,0.5138,36.03013698630137,105014.13698630137,0.1504,0.8496,0.1743,0.8257,0.18939999999999999,0.29769999999999996,0.1625,0.1126,0.10070000000000001,0.137,0.5739,0.0667,0.0475,0.0087,0.0023,0.0013,0.207,0.0017,2e-4,0,0.0039,0.0483,0.0281,0.0102,0.0851,0.4824,0.3673,0.1151,0.5176,0.3884,0.1292,0.4454,0.4424,0.0476,0.06459999999999999,0.15919999999999998,0.1361,0.0788,0.0313,0.3352,0.2594,0.7696,0.0325,0.1979,0.9466000000000001,0.7687999999999999,0.2017,0.0534,0.5397,0.2077,0.1241,0.0149,7e-4,0.0071,0.0025,0.0051,0.0701,0.0014,0.0032,0.0012,0.0076,0.0168,5e-4,0.0016,1e-4,0.0013,0.0013,0.0037,0.002,0.0041,0.0027,0.1552,0.006,0.0069,1e-4,0,3e-4,2e-4,0.0013,0.0027,0.0021,5e-4,0,0,0.001,0.0023,0.0078,0.0016,4e-4,0.041,0.0019,2e-4,0.0012,9e-4,4e-4,0.0271,0,2e-4,1e-4,0.0024,0.0093,0,3e-4,0,5e-4,2e-4,2e-4,5e-4,0.0016,3e-4,0.1107,0.0024,0.0019,1e-4,0,1e-4,0,5e-4,7e-4,3e-4,1e-4,0,0,4e-4,4e-4,0.0015,2e-4,1e-4,0.001,0.017800000000000003,0.032,0.020999999999999998,0.0738,0.0235,0.06989999999999999,0.16999999999999998,0.2482,0.1854,0.09809999999999999,0.0359,0.0233,0.2933,0.0753,0.2358,0.0356,0.0261,0.0108,0.0387,0.018000000000000002,0.022500000000000003,0.1875,0.019399999999999997,0.0371
27,310275,295181,0.27229056070682056,0.7277094392931794,0.5029,0.4971,38.18852459016394,120606.96666666666,0.0611,0.9389,0.0742,0.9258,0.08910000000000001,0.36979999999999996,0.1503,0.1151,0.1195,0.15600000000000003,0.6497,0.0856,0.0495,0.0036,7e-4,0.0019,0.1401,7e-4,4e-4,0,0.0046,0.0303,0.0254,0.0073,0.0408,0.3031,0.2383,0.0648,0.6969,0.5509,0.1459,0.5568,0.3297,0.0368,0.07669999999999999,0.051899999999999995,0.0779,0.081,0.0328,0.3966,0.36,0.7906,0.0329,0.1766,0.9529,0.8646,0.10400000000000001,0.0471,0.7033,0.0838,0.0997,0.0245,4e-4,0.0092,0.006,0.007,5e-4,0.002,0.0025,0.0023,0.01,0.0069,0.0012,0.0024,8e-4,0.0016,0.0015,0.0068,0.0015,0.0042,0.0033,0.0413,0.011,0.0156,1e-4,0,0.0016,0,0.0017,0.0043,0.0043,0.0011,0,0,0.0015,0.0046,0.0085,0.0066,2e-4,0.0298,0.0023,0,0.0016,0.0013,7e-4,1e-4,1e-4,3e-4,2e-4,0.0033,0.0019,2e-4,5e-4,1e-4,2e-4,1e-4,2e-4,4e-4,0.0017,0.001,0.0201,0.0061,0.0061,0,0,7e-4,0,4e-4,5e-4,0.001,4e-4,0,0,0,0.0012,4e-4,9e-4,0,7e-4,0.0135,0.0257,0.0195,0.0659,0.015399999999999999,0.0847,0.2015,0.24530000000000002,0.1754,0.0952,0.0359,0.0212,0.34299999999999997,0.0849,0.2273,0.0468,0.0128,0.006,0.0259,0.0132,0.024800000000000003,0.18409999999999999,0.011300000000000001,0.0199
28,303540,295708,0.4130831766472331,0.586916823352767,0.4521,0.5479,43.04807692307692,151491.57692307694,0.0213,0.9787,0.0257,0.9743,0.127,0.29969999999999997,0.1422,0.1201,0.107,0.20420000000000002,0.7469,0.0627,0.021,0.003,0.0013,6e-4,0.1232,0.0011,2e-4,2e-4,0.0031,0.0137,0.0198,0.0032,0.0366,0.3928,0.341,0.0518,0.6072,0.5032,0.104,0.4278,0.44620000000000004,0.0461,0.0801,0.0204,0.0535,0.0688,0.0302,0.4062,0.4211,0.8295,0.0239,0.1466,0.966,0.9250999999999999,0.0518,0.034,0.763,0.0473,0.0559,0.0325,2e-4,0.0098,0.0065,0.009,4e-4,0.0018,0.002,0.0048,0.0111,0.002,0.0041,0.004,4e-4,0.0032,0.0018,0.0048,0.0015,0.0019,0.0043,0.0257,0.0115,0.0092,2e-4,0,6e-4,1e-4,8e-4,0.0043,0.0055,6e-4,0,0,0.0015,0.0039,0.0087,0.0017,4e-4,0.0124,0.0051,0,0.0014,9e-4,0.001,1e-4,2e-4,0,6e-4,0.0018,3e-4,0.0017,0.0014,2e-4,6e-4,2e-4,8e-4,3e-4,3e-4,0.001,0.0057,0.0057,0.0024,2e-4,0,1e-4,0,0,5e-4,6e-4,0,0,0,4e-4,4e-4,7e-4,2e-4,1e-4,3.9999999999999996e-4,0.0143,0.031100000000000003,0.025,0.0548,0.0138,0.0658,0.2363,0.247,0.1994,0.0571,0.0336,0.021400000000000002,0.36619999999999997,0.084,0.2038,0.08399999999999999,0.009,0.0040999999999999995,0.0138,0.0048000000000000004,0.0205,0.1856,0.0097,0.0143
29,320940,312103,0.11924909404907995,0.8807509059509201,0.4642,0.5358,33.93666666666667,46791.84745762712,0.272,0.728,0.3298,0.6702,0.23660000000000003,0.2787,0.13579999999999998,0.1268,0.107,0.115,0.199,0.1167,0.2152,0.0485,9e-4,0.0039,0.0523,0.0011,4e-4,0.0011,0.0035,0.3204,0.012,0.0248,0.11089999999999998,0.5495,0.2587,0.2908,0.4505,0.3853,0.0652,0.511,0.3613,0.0426,0.085,0.2448,0.2178,0.1356,0.0497,0.1864,0.16540000000000002,0.6562,0.0597,0.2841,0.88,0.5248,0.3944,0.12,0.4205,0.2609,0.4568,0.0158,0.0026,0.0045,0.0049,0.006,3e-4,5e-4,6e-4,5e-4,0.0054,0.0011,5e-4,8e-4,3e-4,8e-4,6e-4,0.003,0.0013,0.005,0.0032,0.0182,0.0035,0.0043,0,0,0,0,3e-4,0.0029,0.0031,5e-4,0,2e-4,4e-4,0.0033,0.002,0.0243,0.0019,0.2197,0.005,8e-4,0.001,0.0014,9e-4,0,2e-4,0,1e-4,0.0022,4e-4,1e-4,2e-4,2e-4,0,0,7e-4,3e-4,0.0017,7e-4,0.0097,0.0016,0.0016,0,0,0,0,1e-4,8e-4,0.001,2e-4,0,1e-4,2e-4,0.0015,3e-4,0.0074,8e-4,0.0014,0.03,0.0335,0.017599999999999998,0.0928,0.05449999999999999,0.0388,0.0968,0.1396,0.2864,0.13019999999999998,0.0489,0.0295,0.16049999999999998,0.0445,0.1467,0.045399999999999996,0.07210000000000001,0.0279,0.0671,0.0566,0.0422,0.2053,0.040100000000000004,0.0917
30,317877,305944,0.1424214888999294,0.8575785111000706,0.4633,0.5367,35.728070175438596,54538.68421052631,0.2154,0.7846,0.2213,0.7787,0.1896,0.2997,0.1374,0.1267,0.11080000000000001,0.1359,0.2079,0.0868,0.3901,0.0425,9e-4,0.0028,0.0583,8e-4,4e-4,1e-4,0.0045,0.1506,0.0251,0.0291,0.061,0.4903,0.2194,0.2709,0.5097,0.4107,0.099,0.5562,0.30469999999999997,0.0535,0.0857,0.1861,0.2006,0.137,0.0499,0.2167,0.20959999999999998,0.6777,0.0587,0.2636,0.9060999999999999,0.6195,0.3175,0.09380000000000001,0.5928,0.15209999999999999,0.2624,0.0363,0.0062,0.004,0.0035,0.0048,4e-4,6e-4,7e-4,7e-4,0.0027,8e-4,0.002,0.001,4e-4,8e-4,4e-4,0.0023,8e-4,0.004,0.002,0.0224,0.0044,0.0051,2e-4,0,1e-4,0,7e-4,0.0023,0.0028,4e-4,0,1e-4,7e-4,0.0064,0.0045,0.0201,2e-4,0.1049,0.0106,0.0026,9e-4,9e-4,2e-4,0,1e-4,1e-4,2e-4,8e-4,3e-4,9e-4,1e-4,0,1e-4,0,4e-4,0,0.001,8e-4,0.0112,0.0014,0.0015,0,0,1e-4,0,2e-4,7e-4,4e-4,1e-4,0,0,1e-4,0.003,3e-4,0.0082,0,7.999999999999999e-4,0.027200000000000002,0.0267,0.0146,0.0801,0.048100000000000004,0.046200000000000005,0.0876,0.1499,0.2959,0.1289,0.0532,0.0405,0.1767,0.05739999999999999,0.20729999999999998,0.0418,0.046,0.029400000000000003,0.0611,0.042800000000000005,0.038,0.1928,0.0372,0.0694
31,375518,364894,0.15492992485488938,0.8450700751451107,0.4727,0.5273,37.476,76351.14,0.136,0.864,0.2308,0.7692,0.16119999999999998,0.3053,0.13620000000000002,0.1279,0.1131,0.1561,0.3351,0.1411,0.0802,0.0448,7e-4,0.0051,0.0605,0.0016,3e-4,5e-4,0.0034,0.2517,0.0165,0.0586,0.0829,0.5087,0.2976,0.211,0.4913,0.3789,0.1124,0.4626,0.3877,0.0446,0.10500000000000001,0.1976,0.15760000000000002,0.1195,0.0439,0.2521,0.22899999999999998,0.7442,0.0485,0.2073,0.898,0.651,0.2747,0.10200000000000001,0.42,0.27849999999999997,0.4833,0.0101,0.0031,0.0025,0.0026,0.0046,0.0011,0.0012,0.0013,0.0031,0.0075,0.0019,0.001,7e-4,2e-4,8e-4,8e-4,0.0026,4e-4,0.0016,0.0017,0.0177,0.0035,0.0055,0,0,1e-4,0,2e-4,0.0022,0.0035,3e-4,0,1e-4,2e-4,0.0028,0.0083,0.0026,0.001,0.2532,0.0019,9e-4,6e-4,6e-4,4e-4,1e-4,2e-4,1e-4,9e-4,0.0027,5e-4,4e-4,1e-4,0,0,1e-4,2e-4,0,5e-4,4e-4,0.0087,0.0016,0.0014,0,0,1e-4,0,0,6e-4,2e-4,0,0,0,0,0.001,3e-4,4e-4,4e-4,4e-4,0.0278,0.032799999999999996,0.0203,0.07780000000000001,0.0353,0.048299999999999996,0.1029,0.153,0.2762,0.1481,0.0576,0.0197,0.1877,0.0582,0.2004,0.0427,0.043899999999999995,0.0172,0.0732,0.043899999999999995,0.048,0.1741,0.035300000000000005,0.0753
32,302987,297735,0.12719364535576938,0.8728063546442306,0.4748,0.5252,32.98888888888889,32214.74193548387,0.2975,0.7025,0.4355,0.5645,0.2651,0.2673,0.121,0.1252,0.1096,0.1121,0.0214,0.1268,0.3051,0.0674,0.0033,0.0062,0.0375,3e-4,3e-4,7e-4,0.0039,0.3878,0.0108,0.0284,0.1213,0.6442,0.2416,0.4026,0.3558,0.3151,0.0407,0.5143,0.3446,0.049,0.0921,0.3186,0.2782,0.1824,0.0709,0.1079,0.0421,0.6254,0.0736,0.301,0.8653,0.43409999999999993,0.506,0.1346,0.3732,0.2898,0.54,0.0154,0.0032,5e-4,7e-4,2e-4,1e-4,2e-4,0,0,1e-4,1e-4,0,4e-4,0,1e-4,0,6e-4,4e-4,0.016,0.0018,0.0037,3e-4,9e-4,2e-4,0,4e-4,0,0.0013,7e-4,7e-4,2e-4,0,1e-4,0,0.0035,2e-4,0.034,8e-4,0.2502,0.0064,8e-4,3e-4,0,1e-4,0,0,0,0,0,0,0,0,0,1e-4,0,1e-4,0,0.0086,7e-4,0.0031,1e-4,6e-4,1e-4,0,2e-4,0,0.0011,3e-4,3e-4,0,0,0,0,0.0022,1e-4,0.0138,6e-4,2e-4,0.049199999999999994,0.030400000000000003,0.0171,0.11019999999999999,0.0929,0.0129,0.060700000000000004,0.08579999999999999,0.3214,0.125,0.0581,0.0363,0.0709,0.0138,0.0888,0.0304,0.1194,0.048299999999999996,0.0762,0.0788,0.0532,0.2155,0.0659,0.1386
33,336411,328106,0.07754201386137406,0.922457986138626,0.4669,0.5331,31.477027027027027,34217.90540540541,0.314,0.686,0.4771,0.5229,0.2818,0.2837,0.12100000000000001,0.1232,0.09549999999999999,0.0945,0.0338,0.1244,0.2299,0.0846,0.0026,0.0041,0.0195,8e-4,1e-4,0.0011,0.005,0.459,0.0095,0.0255,0.17250000000000001,0.672,0.2484,0.4236,0.328,0.28,0.048,0.5049,0.3633,0.040499999999999994,0.09129999999999999,0.3372,0.2838,0.1693,0.0682,0.1014,0.0401,0.6415,0.0866,0.2719,0.8494999999999999,0.3874,0.5188,0.15039999999999998,0.2796,0.33849999999999997,0.6141,0.0129,0.0032,0.002,2e-4,1e-4,1e-4,5e-4,0,9e-4,6e-4,1e-4,0.001,0.001,1e-4,2e-4,1e-4,6e-4,0.0019,0.006,0.0074,0.0022,6e-4,0.0011,3e-4,0,1e-4,0,0.0026,0.0016,0.0046,5e-4,0,2e-4,2e-4,0.0044,0,0.0489,4e-4,0.2945,0.0065,7e-4,7e-4,1e-4,1e-4,0,0,0,4e-4,2e-4,1e-4,4e-4,4e-4,1e-4,1e-4,1e-4,2e-4,7e-4,0.0036,0.0038,0.0015,4e-4,9e-4,3e-4,0,0,0,0.0019,4e-4,0.0012,1e-4,0,1e-4,1e-4,0.0021,0,0.0165,3e-4,0.0012000000000000001,0.0543,0.0382,0.0196,0.1248,0.0754,0.0131,0.0635,0.0796,0.30010000000000003,0.1446,0.062,0.0235,0.0644,0.0145,0.0727,0.0275,0.1229,0.0365,0.0961,0.0939,0.0543,0.20479999999999998,0.0679,0.1444
