borough,neighborhood,nCode,TotalPopulation,TotalHousingUnits,TotalHousingUnits_PercentOwned,TotalHousingUnits_PercentRented,Sex_Male,Sex_Female,MedianAge,MedianIncome,Poverty_BelowPovertyLevel,Poverty_AtOrAboveovertyLevel,SNAP_Recipient,SNAP_NotRecipient,Age_Under18,Age_18To34,Age_35To44,Age_45To54,Age_55To64,Age_Over65,Race_White_NotHispanic,Race_White_Hispanic,Race_Black_NotHispanic,Race_Black_Hispanic,Race_Amerind_NotHispanic,Race_Amerind_Hispanic,Race_Asian_NotHispanic,Race_Asian_Hispanic,Race_Pacific_NotHispanic,Race_Pacific_Hispanic,Race_Other_NotHispanic,Race_Other_Hispanic,Race_MoreThanOne_NotHispanic,Race_MoreThanOne_Hispanic,Occupancy_DoubledUp,HouseholdType_Family,HouseholdType_Family_Married,HouseholdType_Family_Other,HouseholdType_NonFamily,HouseholdType_NonFamily_LivingAlone,HouseholdType_NonFamily_NotLivingAlone,MaritalStatus_NeverMarried,MaritalStatus_NowMarried,MaritalStatus_Widowed,MaritalStatus_Divorced,Education_NoHighSchoolDiploma,Education_HighSchoolDiplomaOrGED,Education_SomeCollege,Education_Associates,Education_Bachelors,Education_AdvancedDegree,Employment_Employed,Employment_Unemployed,Employment_NotInLaborForce,HealthInsurance_Covered,HealthInsurance_Covered_Private,HealthInsurance_Covered_Public,HealthInsurance_NotCovered,Language_OnlyEnglish_Total,Language_LimitedEnglish_Total,Language_Spanish_Total,Language_French_Total,Language_FrenchCreole_Total,Language_Italian_Total,Language_Portuguese_Total,Language_German_Total,Language_Yiddish_Total,Language_OtherWestGermanic_Total,Language_Scandinavian_Total,Language_Greek_Total,Language_Russian_Total,Language_Polish_Total,Language_SerboCroatian_Total,Language_OtherSlavic_Total,Language_Armenian_Total,Language_Persian_Total,Language_Gujarati_Total,Language_Hindi_Total,Language_Urdu_Total,Language_OtherIndic_Total,Language_OtherIndoEuropean_Total,Language_Chinese_Total,Language_Japanese_Total,Language_Korean_Total,Language_Cambodian_Total,Language_Hmong_Total,Language_Thai_Total,Language_Laotian_Total,Language_Vietnamese_Total,Language_OtherAsian_Total,Language_Tagalog_Total,Language_OtherPacificIsland_Total,Language_Navajo_Total,Language_OtherNativeNorthAmerican_Total,Language_Hungarian_Total,Language_Arabic_Total,Language_Hebrew_Total,Language_AfricanLanguages_Total,Language_OtherAndUnspecifiedLanguages_Total,Language_Spanish_LimitedEnglish,Language_French_LimitedEnglish,Language_FrenchCreole_LimitedEnglish,Language_Italian_LimitedEnglish,Language_Portuguese_LimitedEnglish,Language_German_LimitedEnglish,Language_Yiddish_LimitedEnglish,Language_OtherWestGermanic_LimitedEnglish,Language_Scandinavian_LimitedEnglish,Language_Greek_LimitedEnglish,Language_Russian_LimitedEnglish,Language_Polish_LimitedEnglish,Language_SerboCroatian_LimitedEnglish,Language_OtherSlavic_LimitedEnglish,Language_Armenian_LimitedEnglish,Language_Persian_LimitedEnglish,Language_Gujarati_LimitedEnglish,Language_Hindi_LimitedEnglish,Language_Urdu_LimitedEnglish,Language_OtherIndic_LimitedEnglish,Language_OtherIndoEuropean_LimitedEnglish,Language_Chinese_LimitedEnglish,Language_Japanese_LimitedEnglish,Language_Korean_LimitedEnglish,Language_Cambodian_LimitedEnglish,Language_Hmong_LimitedEnglish,Language_Thai_LimitedEnglish,Language_Laotian_LimitedEnglish,Language_Vietnamese_LimitedEnglish,Language_OtherAsian_LimitedEnglish,Language_Tagalog_LimitedEnglish,Language_OtherPacificIsland_LimitedEnglish,Language_Navajo_LimitedEnglish,Language_OtherNativeNorthAmerican_LimitedEnglish,Language_Hungarian_LimitedEnglish,Language_Arabic_LimitedEnglish,Language_Hebrew_LimitedEnglish,Language_AfricanLanguages_LimitedEnglish,Language_OtherAndUnspecifiedLanguages_LimitedEnglish,Industry_AgricultureForestryFishingAndHuntingAndMining,Industry_Construction,Industry_Manufacturing,Industry_WholesaleTrade,Industry_RetailTrade,Industry_TransportationAndWarehousingAndUtilities,Industry_Information,Industry_FinanceAndInsuranceAndRealEstateAndRentalAndLeasing,Industry_ProfessionalScientificAndManagementAndAdministrativeAndWasteManagementServices,Industry_EducationalServicesAndHealthCareAndSocialAssistance,Industry_ArtsEntertainmentAndRecreationAndAccommodationAndFoodServices,Industry_OtherServicesExceptPublicAdministration,Industry_PublicAdministration,Occupation_ManagementBusinessAndFinancial,Occupation_ComputerEngineeringAndScience,Occupation_EducationLegalCommunityServiceArtsAndMedia,Occupation_HealthcarePractitionersAndTechnical,Occupation_HealthcareSupport,Occupation_ProtectiveService,Occupation_FoodPreparationAndServingRelated,Occupation_BuildingAndGroundsCleaningAndMaintenance,Occupation_PersonalCareAndService,Occupation_SalesAndOffice,Occupation_NaturalResourcesConstructionAndMaintenance,Occupation_ProductionTransportationAndMaterialMoving
Brooklyn,East Flatbush (South),K24,74423,74317,0.44037030558284107,0.5596296944171589,0.4387,0.5613,40.669230769230765,63052.269230769234,0.0945,0.9055,0.168,0.832,0.21239999999999998,0.2355,0.13219999999999998,0.12810000000000002,0.12519999999999998,0.1669,0.0281,0.0082,0.8677,0.0258,8e-4,4e-4,0.0152,1e-4,0,0,0.0047,0.0337,0.0132,0.002,0.08499999999999999,0.7103,0.339,0.3713,0.2897,0.2482,0.0416,0.45599999999999996,0.402,0.0552,0.08679999999999999,0.12360000000000002,0.34199999999999997,0.19219999999999998,0.0785,0.1791,0.08460000000000001,0.7513,0.0486,0.2,0.8733,0.6163000000000001,0.2778,0.12669999999999998,0.7456,0.1241,0.0627,0.0146,0.1385,3e-4,3e-4,3e-4,8e-4,3e-4,2e-4,0,0.0011,0,2e-4,0,0,0,0,0,0.0026,0.0032,0.0013,0.0037,3e-4,8e-4,0,0,1e-4,0,0,0.0012,0.0013,0,0,0.0012,0,0.0071,0,0.0122,0,0.0261,0.0061,0.0751,1e-4,0,1e-4,1e-4,0,0,0,0.0011,0,0,0,0,0,0,0,0.0019,0.0016,6e-4,0.0021,3e-4,8e-4,0,0,1e-4,0,0,0.0011,0,0,0,1e-4,0,0.0032,0,0.0036,0,0,0.0518,0.0218,0.011300000000000001,0.0852,0.0951,0.0174,0.059399999999999994,0.0849,0.4084,0.0681,0.052599999999999994,0.0441,0.0926,0.0245,0.12430000000000001,0.0722,0.1479,0.044,0.0384,0.0485,0.043300000000000005,0.1921,0.0689,0.10320000000000001
Brooklyn,East Flatbush (North),K25,71817,69428,0.33119202627182115,0.6688079737281788,0.4478,0.5522,40.58181818181818,48819.181818181816,0.1347,0.8653,0.2316,0.7684,0.21559999999999999,0.22219999999999998,0.13,0.12990000000000002,0.13699999999999998,0.1653,0.0524,0.0167,0.8389,0.0231,0.0014,2e-4,0.0137,0.0011,0,0,0.0041,0.0307,0.0147,0.003,0.0763,0.6032,0.2485,0.3547,0.3968,0.3535,0.0433,0.47350000000000003,0.3581,0.0657,0.1028,0.1498,0.3507,0.1809,0.0796,0.1651,0.07379999999999999,0.7179,0.0556,0.2265,0.8891,0.5981,0.3166,0.11080000000000001,0.8214,0.0687,0.0492,0.0126,0.0629,1e-4,2e-4,1e-4,0.01,7e-4,2e-4,0,0.0023,0,1e-4,0,0,0,1e-4,1e-4,5e-4,0.0017,0.0011,0.0037,1e-4,8e-4,0,0,0,0,2e-4,0.001,0.0017,0,0,0,0,0.0035,0.0123,0.0133,1e-4,0.0167,0.0061,0.0311,0,0,0,7e-4,0,0,0,7e-4,0,1e-4,0,0,0,1e-4,1e-4,5e-4,9e-4,1e-4,0.0033,0,1e-4,0,0,0,0,1e-4,1e-4,4e-4,0,0,0,0,0.0017,0.0018,0.0041,0,0.0014,0.048999999999999995,0.0185,0.0135,0.0839,0.0998,0.017300000000000003,0.0606,0.09939999999999999,0.3783,0.053900000000000003,0.07869999999999999,0.045899999999999996,0.0819,0.0245,0.129,0.062299999999999994,0.1366,0.0521,0.0362,0.0616,0.0489,0.195,0.0721,0.0999
Brooklyn,Prospect Lefferts Gardens,K26,63228,62432,0.16698167606355716,0.8330183239364428,0.4631,0.5369,35.83571428571428,61760.5,0.1169,0.8831,0.2221,0.7779,0.188,0.3054,0.1462,0.12090000000000001,0.11330000000000001,0.1262,0.1878,0.029,0.6244,0.0252,0.001,0.0011,0.0281,4e-4,0,0,0.0062,0.0647,0.0224,0.0096,0.09989999999999999,0.5298,0.2591,0.2707,0.4702,0.3505,0.1197,0.5208,0.3593,0.0436,0.07629999999999999,0.1255,0.2953,0.16310000000000002,0.0518,0.2195,0.14479999999999998,0.7525,0.0471,0.2004,0.8718,0.6283,0.259,0.1282,0.696,0.12689999999999999,0.1264,0.0131,0.1115,0.0019,8e-4,0.0015,0.0029,4e-4,6e-4,0,0.0019,0.001,3e-4,0,0,0,0,6e-4,5e-4,0.0037,0.0022,0.0063,0.0025,0.0012,0,0,1e-4,0,6e-4,7e-4,4e-4,0,0,2e-4,3e-4,0.0058,0.0054,0.0112,4e-4,0.0523,0.0053,0.052,7e-4,0,0,7e-4,0,1e-4,0,2e-4,6e-4,2e-4,0,0,0,0,1e-4,0,0.0014,0.0014,0.0038,0.0018,3e-4,0,0,1e-4,0,4e-4,3e-4,0,0,0,0,0,0.003,3e-4,0.0019,0,3e-4,0.039400000000000004,0.0173,0.0131,0.0796,0.0685,0.048600000000000004,0.0675,0.1437,0.3311,0.1042,0.0523,0.0343,0.1268,0.0445,0.2117,0.047,0.1031,0.0324,0.0509,0.0441,0.0359,0.1726,0.0521,0.0789
Brooklyn,East New York,K27,138469,135873,0.26281159612285,0.73718840387715,0.44,0.56,34.972972972972975,39479.32432432433,0.2507,0.7493,0.3636,0.6364,0.2551,0.24520000000000003,0.1252,0.1233,0.12009999999999998,0.1311,0.0382,0.1168,0.6524,0.0513,0.0016,0.0028,0.0224,2e-4,4e-4,5e-4,0.0089,0.0866,0.0082,0.0097,0.11970000000000001,0.6208,0.2486,0.3722,0.3792,0.3469,0.0323,0.5292,0.3284,0.062,0.0805,0.18550000000000003,0.4419,0.161,0.0647,0.1053,0.0417,0.6267,0.0561,0.3172,0.9229999999999999,0.5482,0.4224,0.0771,0.6829,0.1153,0.2172,0.0052,0.0169,0.0015,4e-4,2e-4,9e-4,5e-4,0,0,0.0155,0.0018,2e-4,0,0,0,0,0,4e-4,0.0131,0.0015,0.0064,5e-4,0.0013,0,0,2e-4,0,8e-4,2e-4,4e-4,0,0,2e-4,2e-4,0.0042,0.0021,0.0248,1e-4,0.074,0.0022,0.0055,5e-4,1e-4,0,1e-4,1e-4,0,0,0.0137,0,0,0,0,0,0,0,3e-4,0.0069,9e-4,0.0038,1e-4,4e-4,0,0,2e-4,0,7e-4,2e-4,0,0,0,0,2e-4,0.0015,1e-4,0.0037,1e-4,0.0028,0.0538,0.028499999999999998,0.012199999999999999,0.1056,0.13040000000000002,0.011800000000000001,0.045700000000000005,0.1023,0.3157,0.0815,0.048799999999999996,0.061,0.0663,0.0186,0.1058,0.0493,0.11249999999999999,0.0659,0.041800000000000004,0.0638,0.050699999999999995,0.2116,0.0761,0.1376
Brooklyn,East Williamsburg,K28,14661,13508,0.05330174711282203,0.946698252887178,0.5223,0.4777,32.68,58712.8,0.2871,0.7129,0.3283,0.6717,0.15889999999999999,0.4013,0.1221,0.1235,0.08899999999999998,0.1054,0.2792,0.1586,0.2112,0.0839,0.0035,0.0071,0.0404,0,0,0,0,0.1892,0.0131,0.0137,0.061799999999999994,0.5064,0.1815,0.3249,0.4936,0.2884,0.2052,0.6522,0.2286,0.0556,0.0636,0.2966,0.2097,0.127,0.0287,0.2437,0.09409999999999999,0.691,0.0784,0.2307,0.8832,0.5164,0.4022,0.1167,0.5013,0.2192,0.4271,0.0076,0.0028,0.0057,0.0011,0.0023,0.0019,0,2e-4,0.0014,0.0026,0.0083,5e-4,0.003,0,0,0,0.0016,4e-4,0.0075,9e-4,0.0142,0.0026,0.0014,0,0,0,0,0.0024,3e-4,0,0,0,0,0,0.0018,0,0.0013,0,0.1817,0.0036,3e-4,0.0024,0,9e-4,0,0,0,0,8e-4,0.0073,0,0,0,0,0,0,2e-4,0.0053,9e-4,0.0135,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0.002,0.0204,0.040900000000000006,0.0216,0.1197,0.0262,0.106,0.0587,0.1943,0.1975,0.14350000000000002,0.06129999999999999,0.0077,0.1449,0.0459,0.19340000000000002,0.0194,0.0601,0.0281,0.08710000000000001,0.0632,0.0476,0.17959999999999998,0.0335,0.0973
Brooklyn,Williamsburg (South),K29,88082,87654,0.13026216715723185,0.8697378328427682,0.4963,0.5037,25.070588235294117,42275.117647058825,0.3407,0.6593,0.4194,0.5806,0.37389999999999995,0.26230000000000003,0.1085,0.0783,0.07839999999999998,0.0988,0.6324,0.0903,0.0529,0.0244,2e-4,0.0021,0.0579,9e-4,5e-4,0,0.0018,0.1075,0.0137,0.0152,0.1734,0.6693,0.4575,0.2119,0.3307,0.2196,0.1111,0.4222,0.47850000000000004,0.0452,0.054000000000000006,0.27020000000000005,0.30710000000000004,0.1189,0.0377,0.1822,0.08380000000000001,0.6676,0.041,0.2914,0.9303000000000001,0.494,0.5037,0.0697,0.2511,0.3245,0.2432,0.0038,2e-4,0.0026,0.0017,0.0035,0.3947,4e-4,6e-4,0,0.0039,0.0098,0.0013,6e-4,0,0,7e-4,4e-4,3e-4,0.0011,0.0024,0.0443,0.0011,0.0011,0,0,9e-4,0,4e-4,0.0015,8e-4,0.0013,0,0,0.0024,0.0016,0.0217,4e-4,1e-4,0.1099,7e-4,0,0.0013,3e-4,0.001,0.159,0,1e-4,0,0.002,0.0079,0,5e-4,0,0,1e-4,0,1e-4,9e-4,4e-4,0.0314,0,2e-4,0,0,0,0,0,5e-4,3e-4,1e-4,0,0,0.0013,8e-4,0.0056,0,1e-4,0.001,0.0268,0.041800000000000004,0.0325,0.1152,0.038400000000000004,0.0578,0.08940000000000001,0.1754,0.2548,0.0963,0.0432,0.0274,0.162,0.049100000000000005,0.2172,0.014499999999999999,0.0455,0.0152,0.0398,0.0305,0.0364,0.28659999999999997,0.03,0.0734
Brooklyn,Flatbush,K30,81746,80989,0.18456827470397213,0.8154317252960278,0.4537,0.5463,35.04,64965.3,0.1214,0.8786,0.2401,0.7599,0.2312,0.27349999999999997,0.14989999999999998,0.11429999999999998,0.11380000000000001,0.1172,0.1894,0.0479,0.5219,0.0284,0.0017,0.0038,0.0679,8e-4,0,0,0.0084,0.1015,0.0229,0.0053,0.1368,0.6184,0.3254,0.293,0.3816,0.2983,0.0833,0.4788,0.3964,0.0453,0.0795,0.1441,0.2933,0.1567,0.061,0.2018,0.143,0.7395,0.0464,0.2142,0.8585,0.5901,0.2912,0.1416,0.5684,0.2172,0.1555,0.0154,0.1567,0.0025,9e-4,0.0016,0.0032,0.0016,8e-4,0.001,0.009,0.0017,0.0013,0.0011,0,4e-4,4e-4,5e-4,0.0131,0.0239,0.0016,0.0049,0.0015,0.0032,8e-4,0,1e-4,0,0.0011,0.0103,5e-4,3e-4,0,0,0,0.006,0.0045,0.0058,3e-4,0.0769,0.0032,0.0824,7e-4,0,2e-4,8e-4,3e-4,0,0,0.0058,0.0014,0.0012,3e-4,0,2e-4,3e-4,1e-4,0.007,0.0122,9e-4,0.0038,3e-4,0.0032,2e-4,0,0,0,3e-4,0.0089,1e-4,1e-4,0,0,0,0.0029,2e-4,0.0033,0,4e-4,0.0431,0.0187,0.0126,0.1001,0.0697,0.043,0.0708,0.1179,0.3258,0.0987,0.0563,0.0429,0.1411,0.0378,0.1681,0.049,0.1063,0.034,0.0432,0.0471,0.0395,0.18159999999999998,0.0592,0.09330000000000001
Brooklyn,Flatlands,K31,70560,70393,0.6192803261687952,0.3807196738312048,0.4621,0.5379,38.63333333333333,82935.4074074074,0.0709,0.9291,0.1532,0.8468,0.2296,0.22959999999999997,0.11529999999999999,0.12969999999999998,0.1371,0.15839999999999999,0.1542,0.0236,0.6751,0.0309,7e-4,0.002,0.0511,4e-4,0,0,0.0079,0.0378,0.0121,0.0042,0.08889999999999999,0.7569,0.435,0.3219,0.2431,0.2143,0.0288,0.4128,0.45130000000000003,0.0582,0.0776,0.11150000000000002,0.2989,0.1845,0.0798,0.2041,0.1213,0.7403,0.0528,0.2069,0.915,0.7120000000000001,0.2366,0.0849,0.696,0.1622,0.0604,0.0191,0.1406,0.0017,0.001,0.0011,0.0053,6e-4,1e-4,0.0023,0.0053,6e-4,2e-4,0,0,8e-4,0,5e-4,0.0235,0.0025,0.0013,0.0069,2e-4,0,0,0,0,0,0,9e-4,0.0023,0,0,0,5e-4,0.0124,0.0072,0.0065,3e-4,0.028,0.0079,0.081,0.0011,8e-4,2e-4,0.0029,2e-4,0,5e-4,0.0033,0,2e-4,0,0,6e-4,0,3e-4,0.0159,0.0019,1e-4,0.0038,0,0,0,0,0,0,0,5e-4,9e-4,0,0,0,1e-4,0.0075,0.0025,0.0017,3e-4,0.0024000000000000002,0.0483,0.018500000000000003,0.0092,0.09240000000000001,0.09570000000000001,0.0229,0.07250000000000001,0.0862,0.39,0.0611,0.0436,0.0571,0.12440000000000001,0.0325,0.1386,0.101,0.094,0.0398,0.032100000000000004,0.0377,0.0327,0.2084,0.0641,0.0946
Brooklyn,Fort Greene,K32,32376,30458,0.2581587760194366,0.7418412239805634,0.4623,0.5377,35.43,86380.8,0.1353,0.8647,0.2329,0.7671,0.1849,0.3046,0.16429999999999997,0.1208,0.10560000000000001,0.12000000000000001,0.3191,0.0583,0.3658,0.0257,0.0041,0,0.1023,1e-4,0,0,0.0107,0.0535,0.0423,0.0181,0.0636,0.4603,0.267,0.1933,0.5397,0.3928,0.1469,0.5384,0.3537,0.0319,0.0759,0.137,0.15469999999999998,0.1284,0.0438,0.2873,0.2488,0.7316,0.052,0.2163,0.9565,0.7066,0.2783,0.0437,0.6814,0.12619999999999998,0.1818,0.0121,0.007,0.0033,0.0015,0.0093,0,3e-4,0.0018,2e-4,0.0021,0,3e-4,0.0038,0,0.0012,0.0012,0.0017,0.0015,0.0012,4e-4,0.0535,0.0012,0.0044,0,0,4e-4,0,1e-4,0.0028,0.0016,0,0,0,2e-4,0.0072,0.0015,0.0148,0,0.0696,0.0012,0.0025,0.0012,0,0,0,0,0,0,0.001,0,0,4e-4,0,0,0,0,0,0,0,0.0394,0,6e-4,0,0,3e-4,0,0,2e-4,7e-4,0,0,0,0,0.0052,0,0.0039,0,0.0017,0.0232,0.038599999999999995,0.0105,0.0685,0.0435,0.0622,0.0857,0.25139999999999996,0.226,0.101,0.045700000000000005,0.042,0.2334,0.0854,0.249,0.031,0.041299999999999996,0.027200000000000002,0.0298,0.0234,0.031100000000000003,0.1659,0.025099999999999997,0.0574
Brooklyn,Fort Hamilton,K33,1264,1074,0.048417132216014895,0.9515828677839852,0.5989,0.4011,25.3,106570,0,1,0.0478,0.9522,0.35129999999999995,0.2683,0.1796,0.1623,0.0087,0.0301,0.3734,0.1203,0.3631,0,0,0,0.0411,0,0.0182,0,0,8e-4,0.0831,0,0.0478,0.7493,0.6119,0.1373,0.2507,0.2507,0,0.363,0.5626,0.0135,0.060899999999999996,0.0771,0.0756,0.14049999999999999,0.1034,0.3596,0.2439,0.8543,0,0.1457,0.9743999999999999,0.9743999999999999,0.1043,0.0256,0.8277,0.095,0.0396,0,0,0,0,0.002,0,0,0,0,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.0356,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0.05159999999999999,0,0,0.1099,0.1077,0,0.009,0.0247,0.34750000000000003,0.0269,0,0.3228,0.2802,0,0.1233,0.16599999999999998,0,0.1301,0.0269,0,0,0.213,0.0314,0.0291
Brooklyn,Gerritsen Beach,K34,5952,5934,0.9162453656892484,0.0837546343107516,0.4906,0.5094,46.25,76136.5,0.0806,0.9194,0.0826,0.9174,0.1975,0.16509999999999997,0.1435,0.13870000000000002,0.1628,0.1923,0.7945,0.0568,0.0044,0,0.0064,0,0.1065,0.0084,0,0,0,0.0123,0.0066,0.0042,0.0178,0.7163,0.5502,0.1661,0.2837,0.2425,0.0413,0.2911,0.5525,0.0835,0.0728,0.091,0.353,0.1535,0.0912,0.1856,0.1255,0.6627,0.0638,0.2735,0.9499,0.7711999999999999,0.21689999999999998,0.05020000000000001,0.8543,0.0592,0.0191,0.0042,0,0.0065,0,0,0,0,0,0,0.0469,0.004,0,0.0044,0,0,0,0,0,0,0,0.0308,0,0.0016,0,0,0,0,0.0019,0.0107,0.0047,0,0,0,0,0.0048,0.0061,0,0,0.0093,0,0,8e-4,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0.0134,0,0,0,0,0,0,0.0012,0.0079,0.0031,0,0,0,0,0.0048,0.0014,0,0,0,0.0476,0.019799999999999998,0.0115,0.0721,0.0753,0.0254,0.1058,0.0895,0.3146,0.0927,0.0764,0.0694,0.1283,0.0491,0.15259999999999999,0.0892,0.04,0.0491,0.0558,0.0242,0.021400000000000002,0.22860000000000003,0.084,0.0777
Brooklyn,Gowanus,K35,5961,5929,0.34913138809242705,0.650868611907573,0.5056,0.4944,35.1,98129.33333333333,0.1265,0.8735,0.095,0.905,0.1406,0.36569999999999997,0.1861,0.1346,0.0697,0.10369999999999999,0.5546,0.0948,0.0706,0.0086,0.0057,0,0.0908,0,0,0,0.0117,0.1117,0.0255,0.026,0.0516,0.4996,0.3578,0.1419,0.5004,0.2488,0.2516,0.48529999999999995,0.4273,0.0269,0.0605,0.1254,0.1319,0.082,0.0317,0.3784,0.25079999999999997,0.8261,0.0321,0.1418,0.9455,0.7953,0.16360000000000002,0.05449999999999999,0.6417,0.1379,0.2389,0.0031,0.0038,0.0048,0.0052,0.0095,0.0029,0,0,0.001,0.0054,0.005,0,0.0019,0,0.0036,0,0.0014,0,0,0.0024,0.0162,0.0038,0.0054,0,0,0,0.0029,0.001,0.0061,0.0033,0,0,0,2e-4,0.0287,0.0017,0,0,0.1098,0,9e-4,0.0019,0,0,0.0024,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0.0033,0.001,0.0043,0,0,0,0,0,0,0.0022,0,0,0,0,0.0092,0,0,0,0,0.0179,0.0471,0.011,0.0644,0.029699999999999997,0.0938,0.0718,0.2638,0.2087,0.1222,0.036000000000000004,0.0337,0.22820000000000001,0.0848,0.31010000000000004,0.026600000000000002,0.0071,0.0212,0.052,0.0237,0.0195,0.1451,0.0252,0.056499999999999995
Brooklyn,Gravesend,K36,105773,104902,0.41298545308955026,0.5870145469104497,0.4872,0.5128,39.10967741935484,57438.58064516129,0.1555,0.8445,0.2618,0.7382,0.2299,0.20840000000000003,0.13290000000000002,0.1245,0.13419999999999999,0.16990000000000002,0.4734,0.0423,0.0375,0.0081,0.0021,0.0015,0.3094,5e-4,0.0014,2e-4,0.0037,0.0862,0.0304,0.0035,0.1133,0.7165,0.5178,0.1987,0.2835,0.2423,0.0413,0.28969999999999996,0.5644,0.07200000000000001,0.074,0.21179999999999996,0.2788,0.1112,0.0707,0.2071,0.1204,0.7079,0.0493,0.2428,0.8778,0.5730999999999999,0.3383,0.1222,0.3339,0.4147,0.0972,0.0016,0.0016,0.0461,1e-4,0.0013,0.0042,2e-4,9e-4,0.0025,0.156,0.003,0.0026,0.0119,4e-4,0.001,0,0.0012,0.0139,0.0038,0.0147,0.2347,5e-4,0.003,6e-4,0,2e-4,0,0.0033,0.0129,0.0018,3e-4,0,1e-4,6e-4,0.0231,0.0152,0.0012,0.0043,0.0526,6e-4,0.0013,0.0218,0,1e-4,5e-4,2e-4,4e-4,8e-4,0.1041,0.0015,9e-4,0.009,4e-4,7e-4,0,5e-4,0.0067,0.0021,0.0078,0.1697,1e-4,0.0017,6e-4,0,1e-4,0,0.0022,0.0084,0.0011,3e-4,0,0,5e-4,0.0115,0.0043,3e-4,0.0019,0.0017000000000000001,0.0693,0.0361,0.0454,0.1057,0.0845,0.022,0.08940000000000001,0.09809999999999999,0.2639,0.1022,0.0501,0.0316,0.1462,0.0542,0.10529999999999999,0.045899999999999996,0.07680000000000001,0.0128,0.057999999999999996,0.0395,0.0343,0.2319,0.07869999999999999,0.1166
Brooklyn,Greenpoint,K37,34554,34324,0.2297517771821466,0.7702482228178534,0.4883,0.5117,34.958333333333336,96270.5,0.07,0.93,0.1012,0.8988,0.1109,0.3876,0.1931,0.1061,0.0927,0.1095,0.7386,0.0892,0.0258,0.006,0.0012,2e-4,0.0427,7e-4,0,0,0.0039,0.0432,0.0323,0.0162,0.050800000000000005,0.4065,0.319,0.0875,0.5935,0.3453,0.2482,0.5216,0.38029999999999997,0.0466,0.0514,0.08810000000000001,0.15639999999999998,0.12969999999999998,0.0453,0.3799,0.20070000000000002,0.82,0.0304,0.1496,0.9112,0.7939,0.1347,0.0889,0.6104,0.1794,0.0918,0.0082,0,0.0084,0.0029,0.0047,0.0039,9e-4,0.0024,1e-4,0.0071,0.2205,0,0.0019,0,0,0,0.0013,0.0033,0.0042,0.0013,0.0122,0.0038,0.0029,0,0,0,0,0,8e-4,0.0021,2e-4,0,0,0,4e-4,0.0021,0.0011,0.001,0.0311,6e-4,0,0.0025,4e-4,8e-4,4e-4,0,0,0,0.0033,0.1235,0,0.0016,0,0,0,4e-4,0.0026,0.0025,5e-4,0.0069,2e-4,3e-4,0,0,0,0,0,3e-4,0,0,0,0,0,4e-4,0,0.0011,0,4e-4,0.0547,0.0406,0.019,0.0791,0.026500000000000003,0.10780000000000001,0.0749,0.2531,0.1363,0.1256,0.0504,0.0316,0.23320000000000002,0.079,0.2794,0.0223,0.0182,0.018600000000000002,0.0427,0.0229,0.027500000000000004,0.1517,0.060200000000000004,0.0444
Brooklyn,Homecrest,K38,37401,37330,0.38060541119742836,0.6193945888025717,0.478,0.522,34.78333333333333,61075.416666666664,0.1216,0.8784,0.2224,0.7776,0.257,0.2389,0.11259999999999999,0.12,0.11479999999999999,0.1567,0.6784,0.0611,0.0183,0.006,0,0.0033,0.1537,0.002,0,0,0.0016,0.0476,0.0265,0.0017,0.12419999999999999,0.6695,0.5211,0.1484,0.3305,0.2814,0.0491,0.2982,0.5632999999999999,0.06459999999999999,0.0738,0.1542,0.2693,0.1251,0.0656,0.2299,0.1558,0.7204,0.0379,0.2416,0.8896999999999999,0.5992,0.308,0.11019999999999999,0.358,0.3769,0.0676,0.0064,9e-4,0.0102,0,1e-4,0.0116,0,0,0.001,0.2264,0.0046,4e-4,0.0139,9e-4,2e-4,0,0.0033,0.0338,0.0137,0.0139,0.1115,0,0.0037,6e-4,0,3e-4,0,0.0037,0.0209,0.0041,5e-4,0,5e-4,9e-4,0.0438,0.0357,0,0.0068,0.0343,0.0024,9e-4,0.0052,0,1e-4,0.0097,0,0,3e-4,0.1495,0.0038,4e-4,0.0092,9e-4,2e-4,0,0,0.0125,0.0086,0.0088,0.0738,0,0.0019,0,0,3e-4,0,0.0025,0.0146,7e-4,5e-4,0,0,4e-4,0.0229,0.0091,0,0.0034,4e-4,0.0618,0.0254,0.0619,0.10769999999999999,0.0791,0.0346,0.0933,0.1008,0.2928,0.0753,0.0404,0.0266,0.157,0.0567,0.11779999999999999,0.0626,0.0709,0.0207,0.052,0.035,0.0341,0.2419,0.0528,0.0986
